correct_tick;human_selector_sent;human_selector_received;human_selector_mssg_json;human_sent;human_received;human_mssg_json;machine_sent;machine_received;machine_mssg_json;victim_sent;victim_received;victim_mssg_json;gravitygod_sent;gravitygod_received;gravitygod_mssg_json;rewardgod_sent;rewardgod_received;rewardgod_mssg_json;ontologygod_sent;ontologygod_received;ontologygod_mssg_json;robot_sent;robot_received;robot_mssg_json;world_nr;tick_nr
441;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""72703e0aee35ecf713724214d5e2384""}";1;442
442;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""9b3dc5380609b265ef6a79304514cd4b""}";1;443
443;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""ce86f7f8ce59a0be78af6b9346f5eb90""}";1;444
444;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""5b6ac2e1a30ce0e898923ddcaf862b00""}";1;445
445;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""b4d3152f84e015fe8133a2b09b0cb293""}";1;446
446;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""3c7dc84a41f72cee25ff4c5bbe45bece""}";1;447
447;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""f7e53307d53e3aa8075e10eff2e58724""}";1;448
448;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""838e32ddce9df43e95fa2d1634bad31c""}";1;449
449;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""81c2dfbc672cf0fdc8b79da4f5fdd907""}";1;450
450;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""2c949d8ee01503bc69aee23bd2e673e""}";1;451
451;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""badf5c66abefe00b4605ad0409a88a89""}";1;452
452;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""745cd4f4777069a6ff45620d19b7e479""}";1;453
453;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""5854ba3fb158e32c1fa2dacf53125b3c""}";1;454
454;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""1f86db0cb2a8e08fbf584c3172765468""}";1;455
455;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""14afa3e10876893d9adc5873edc8652f""}";1;456
456;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""94b16498f3c360bf7731efd121d6ccb0""}";1;457
457;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""caec2cd856264557fb3ed9ce3f91b9ec""}";1;458
458;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""f56a543aa5487bd3578d179d672a2f46""}";1;459
459;{'past_action': ['Stand still', ['Left side of field']]};I will stop following the Collaboration Pattern Robot break large rock at the top;"{""content"": {""past_action"": [""Stand still"", [""Left side of field""]]}, ""from_id"": ""human_selector"", ""to_id"": ""robot"", ""message_id"": ""1debc5c5786f13bd64336232461f4edd""}";;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;{'past_action': ['Stand still', ['Left side of field']]};"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""743c0d92e26e6795630655622aa697e7""}";1;460
460;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""f711380276c1bc2a218ea4076eeeb8ff""}";1;461
461;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""8cb650c70b763923e79f8ac8788cf44d""}";1;462
462;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""b77320aab58e4922ddc020ae0c5ebc91""}";1;463
463;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""769a5d5a3fef96909651a845674891ae""}";1;464
464;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""6634672957ee6dbe664cd54d86f6f495""}";1;465
465;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""33adceb30fe1dba91def804c67855146""}";1;466
466;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""75b4af05e0489e80dd5f06ed18993530""}";1;467
467;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""2670df38d3c26ae4ad86f22c4963f5e6""}";1;468
468;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""9248f12ec72f73d12e2507d057ddac96""}";1;469
469;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""4711f7865f745e422aad9743a898ae3f""}";1;470
470;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""67969eee643bc42b12d8dfeebf20d32a""}";1;471
471;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""5f11d9f233f19fe9420682dcec834bd8""}";1;472
472;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""ee2478a9f17cb3821ed70d425e46d362""}";1;473
473;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""1d1dddf5a220af1e37cb24db717d4fb0""}";1;474
474;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""696330c19c636fab56827f10f43f2d3""}";1;475
475;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""3d9f4f208a17089f3b467be43a916e27""}";1;476
476;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""3a63cb68793c45c415888be00ff1a1a8""}";1;477
477;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""a90320d1a34060c3cc3aba145b63942c""}";1;478
478;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""22b46fc09c9170a7d04d70fb0b8342fa""}";1;479
479;{'past_action': ['Stand still', ['Left side of field']]};I will stop following the Collaboration Pattern Robot break large rock at the top;"{""content"": {""past_action"": [""Stand still"", [""Left side of field""]]}, ""from_id"": ""human_selector"", ""to_id"": ""robot"", ""message_id"": ""94343ca4387425a8169b74bfeddb0060""}";;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;{'past_action': ['Stand still', ['Left side of field']]};"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""bb09f0339c8401c49829fa6d9a135ba4""}";1;480
480;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""dc6ad981d6cb70ab5c9066d21a05227f""}";1;481
