robot selector_117_q-table;world_nr;tick_nr
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, 0], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;6199
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, -130.5], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;6299
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, -130.5], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;6399
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, -130.5], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;6499
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, -130.5], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;6599
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, -130.5], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;6699
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, -130.5], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;6799
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, -130.5], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, 0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [0, 0, 0]};2;6899
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, -130.5], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-108.0, -130.5, -151.0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [-44.4, 0, 0]};2;6999
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, -130.5], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-59.0, -130.5, -151.0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [-44.4, 0, 0]};2;7099
{frozenset({('Phase 2', False), ('Goal Phase', False), ('Phase 4', False), ('Phase 3', False)}): [-97.5, -391.5, 0], frozenset({('Goal Phase', False), ('Phase 2', True), ('Phase 3', False), ('Phase 4', False)}): [-263.5, -291.0, 0], frozenset({('Goal Phase', False), ('Phase 3', True), ('Phase 2', True), ('Phase 4', False)}): [-239.0, -388.5, -130.5], frozenset({('Phase 4', True), ('Goal Phase', False), ('Phase 3', True), ('Phase 2', True)}): [-27.5, -130.5, -151.0], frozenset({('Phase 4', True), ('Phase 3', True), ('Phase 2', True), ('Goal Phase', True)}): [-44.4, -33.7, 0]};2;7199
